mixed,cat,date,num
,5S31,2013-01-27,
,5S31,2013-02-07,
,3L51,2013-01-24,
,3L51,2013-01-21,
,3L51,2013-02-19,
,3L51,2013-01-05,
,3L51,2013-01-17,
,3L51,2013-02-13,
,3L51,2013-01-08,
,3L51,2013-01-21,
,HT33,2013-01-17,15.89636566
,HT33,2013-01-07,10.58181069
,2C11,2013-02-22,34.36698621
,2C11,2013-02-17,48.63248119
,2C11,2013-02-08,48.50445754
,4P72,2013-02-11,64.19678
,4P72,2013-02-01,35.35587342
,4P72,2013-02-08,64.5752
,4P72,2013-02-20,64.61182
,8H91,2013-02-28,0
,8H91,2013-01-03,0
,2R11,2013-01-09,72.26415
,5A73,2013-01-29,
,5A73,2013-01-12,
,5A73,2013-01-01,
,5A73,2013-02-16,
,5A73,2013-01-01,
,5A73,2013-02-23,
740,7.00E+41,2013-02-02,97.59369168
76,7.00E+41,2013-02-10,2.40326
76,7.00E+41,2013-01-02,2.40326
76,7.00E+41,2013-01-11,2.40326
56,7.00E+41,2013-01-28,2.26593
,7.00E+21,2013-01-09,100
,7.00E+21,2013-01-22,100.00007
,7.00E+23,2013-02-19,0
,3M21,2013-01-23,
,3M21,2013-03-01,
,3M21,2013-02-05,
,3M21,2013-01-23,
,3M21,2013-02-26,
,3M21,2013-01-17,
,3M21,2013-02-03,
,3M21,2013-02-24,
,HT33,2013-01-26,100
,5.00E+71,2013-02-12,34.79004
,5.00E+71,2013-01-04,34.79004
,5.00E+71,2013-01-18,30.0293
,5.00E+71,2013-02-09,30.5542
,5.00E+71,2013-01-11,0
,3X11,2013-02-03,
,3X11,2013-01-22,
,3X11,2013-02-14,
,3X11,2013-02-21,
,3X11,2013-01-05,
,3X11,2013-02-22,
,XS52,2013-02-14,82.69812
2,TR93,2013-01-05,0
0.002890549,TR93,2013-01-02,0
,5K11,2013-01-14,
,5S31,2013-02-24,
,5S31,2013-02-01,
,5S31,2013-03-01,
136682,7.00E+01,2013-02-23,100.00007
136682,7.00E+01,2013-02-28,100.00007
,8H71,2013-03-01,0
,8H71,2013-01-24,0
,8H71,2013-01-28,100
,XM52,2013-02-12,0
,XM52,2013-02-02,0
,XM52,2013-01-01,0
,5.00E+32,2013-01-08,0
,5.00E+32,2013-01-22,0
,5.00E+32,2013-02-28,0
,LS21,2013-02-19,
,LS21,2013-01-29,
,LS21,2013-02-19,
,LS21,2013-02-10,
,LS21,2013-01-02,
,LS21,2013-01-23,
,LS21,2013-01-02,
,LS21,2013-02-14,
,4Z53,2013-01-30,0.231929861
,4Z53,2013-02-08,100.00007
,8.00E+31,2013-02-07,83.61517
1,JD91,2013-02-04,0
7,7.00E+23,2013-02-22,0.02899
,HT71,2013-01-20,63.80173381
,7.00E+01,2013-02-04,0
,7.00E+01,2013-02-14,0
,5S31,2013-02-16,
,5S31,2013-01-26,
,5S31,2013-01-11,
,5S31,2013-01-25,
33213,7.00E+01,2013-03-01,100.00007
33213,7.00E+01,2013-02-23,100.00007
33213,7.00E+01,2013-02-28,100.00007
33213,7.00E+01,2013-02-02,100.00007
,5S31,2013-01-05,
,5S31,2013-01-06,
,5S31,2013-02-02,
,5S31,2013-01-03,
,5S31,2013-01-24,
,5S31,2013-02-09,
,5S31,2013-01-07,
,5A73,2013-02-18,
,5A73,2013-01-17,
,5A73,2013-01-24,
,5A73,2013-01-18,
,5A73,2013-01-21,
,5A73,2013-02-26,
,5A73,2013-01-16,
,5.00E+52,2013-01-02,100
,1S51,2013-01-14,57.32422
,1S51,2013-01-05,48.70605
,1S51,2013-01-23,48.65723
,1R51,2013-01-04,19.55231716
,5S11,2013-01-19,
,5S11,2013-02-24,
,5S11,2013-01-22,
,5S11,2013-03-01,
,5S11,2013-01-15,
,3C36,2013-02-12,
,3C36,2013-02-09,
,3C36,2013-02-28,
,3N51,2013-01-01,
,XH53,2013-02-21,
,XH53,2013-01-10,
,2R11,2013-01-10,100
,2R11,2013-01-21,100
,5S31,2013-02-24,
,5S31,2013-02-19,
,5S31,2013-02-13,
,5S31,2013-02-16,
,5S31,2013-01-25,
,5S31,2013-02-27,
,CU31,2013-01-26,
,CU31,2013-01-05,
,CU31,2013-01-22,
,3L51,2013-02-03,
,3L51,2013-01-24,
,CU31,2013-01-07,
,CU31,2013-01-24,
,CU31,2013-01-28,
,CU31,2013-02-15,
,CU31,2013-01-31,
,XM53,2013-01-10,0
,8.00E+57,2013-01-23,26.55945
,8H91,2013-01-04,71.37451
,8H91,2013-01-17,28.48248056
,2A34,2013-02-13,23.34523163
,2A34,2013-01-19,23.34523163
,8B35,2013-02-19,0
,8B35,2013-01-14,0
,8B35,2013-02-16,0
,8B35,2013-03-01,0
,8B35,2013-03-01,0
,8H91,2013-02-09,0
,8H91,2013-02-04,0
,8H91,2013-01-11,0
,8H91,2013-02-09,0
,8H91,2013-01-11,0
,5A73,2013-01-24,
,3L31,2013-02-23,
,3L31,2013-01-09,
,3L31,2013-02-17,
,3L31,2013-01-26,
,XN32,2013-01-08,99.92673212
,XN32,2013-01-17,99.8656972
73,7.00E+41,2013-02-02,2.40479
732,7.00E+41,2013-01-14,97.58911169
73,7.00E+41,2013-02-24,2.40631
36,7.00E+41,2013-01-27,2.7237
,7.00E+23,2013-01-11,0
,5S31,2013-01-16,
,1V71,2013-01-13,85.70207845
,2.00E+52,2013-02-18,0
,2.00E+52,2013-01-29,0
,2.00E+52,2013-02-27,0
,3M21,2013-02-10,
,3M21,2013-01-14,
,3M21,2013-01-09,
,3M21,2013-01-25,
,3B12,2013-02-20,14.89868
,3B12,2013-02-07,14.8941
,3B12,2013-02-12,14.97498
,3B12,2013-01-09,
,5.00E+71,2013-02-17,NaN
,5.00E+71,2013-01-09,24.10889
,5.00E+71,2013-02-05,27.91748
,2D71,2013-01-19,0
,2D71,2013-01-07,0
,8H71,2013-01-23,0
,3X11,2013-01-04,
,3X11,2013-01-29,
,3X11,2013-01-13,
,3X11,2013-02-25,
,3X11,2013-01-19,
,3X11,2013-03-01,
,XM51,2013-02-01,100.00159
,XM51,2013-02-16,100.0016
,XM51,2013-01-15,100.0016
,XM52,2013-01-28,0
,XM52,2013-01-02,0
,LS21,2013-02-06,
,5L31,2013-02-28,99.98779
,5L31,2013-01-02,99.98779
,5L31,2013-02-08,99.9878
,7F23,2013-02-27,100.00007
,8A33,2013-01-05,27.83356
,3H12,2013-02-02,
,3H12,2013-02-28,
,3H12,2013-01-20,
,3H12,2013-02-11,
,3H12,2013-01-07,
,3H12,2013-02-10,
,YJ33,2013-02-13,0
,YJ33,2013-01-16,0
,YJ33,2013-01-28,0
,LS21,2013-02-24,
,LS21,2013-02-28,
,LS21,2013-02-25,
,5S31,2013-01-31,
,5S31,2013-01-07,
,5S31,2013-03-01,
,5S31,2013-02-12,
,5S31,2013-01-01,
,5S31,2013-01-25,
,5S31,2013-01-04,
33214,7.00E+01,2013-02-12,100.0016
33213,7.00E+01,2013-02-25,100.00007
33213,7.00E+01,2013-03-01,100.00007
,5S11,2013-02-19,
,1V71,2013-02-21,0
,5S31,2013-01-23,
,XT32,2013-01-18,0
,XT32,2013-01-26,0
,XT32,2013-01-22,0
,5A53,2013-02-14,
,5A53,2013-01-17,
,5A73,2013-01-14,
,5A73,2013-02-15,
,5A73,2013-01-24,
,5A73,2013-02-05,
,5A73,2013-02-27,
,5A73,2013-01-03,
,5A73,2013-02-14,
,1R51,2013-01-11,90.77925661
,2R11,2013-02-17,86.70522272
,2R11,2013-01-11,85.7439281
,2R11,2013-02-16,85.75308795
,1S51,2013-02-22,49.36523
,1S51,2013-01-15,0
,3C36,2013-02-26,
,3C36,2013-01-05,
,3C36,2013-01-03,
,3C36,2013-01-16,
,3C36,2013-01-05,
,3C36,2013-02-23,
,3C36,2013-01-12,
,5S31,2013-02-09,
,5S31,2013-02-05,
,5S31,2013-02-26,
,5S31,2013-02-11,
,CU31,2013-02-28,
,CU31,2013-01-04,
,CU31,2013-01-19,
,CU31,2013-02-18,
,5S31,2013-02-21,
,5S31,2013-01-27,
,3X31,2013-02-16,
,3X31,2013-02-17,
,3X31,2013-02-08,
,3X31,2013-01-17,
,3X31,2013-01-02,
,CU31,2013-02-11,
,5S31,2013-02-09,
,5S31,2013-02-14,
,5S31,2013-02-20,
,5S31,2013-01-15,
,5S31,2013-01-30,
,5S31,2013-01-08,
,2A34,2013-01-25,23.39899562
,2A34,2013-01-17,23.39899562
,2A34,2013-02-28,23.34711645
,HU31,2013-02-06,70.02808043
,HU31,2013-01-22,69.84495108
,XT31,2013-02-08,99.97558702
,8B35,2013-02-12,0
,5S31,2013-02-10,
,5S31,2013-02-28,
,3A54,2013-01-17,
,3A54,2013-01-29,
,3A54,2013-02-11,
,8J11,2013-01-27,0
,1S52,2013-02-19,50.72039085
,1S52,2013-01-17,49.34684525
,1S52,2013-01-11,50.48223388
,1S51,2013-02-18,55.90964754
,1S51,2013-01-07,46.73422158
3,JA53,2013-01-09,0
,5L31,2013-01-17,100
,5L31,2013-01-12,100
49,7.00E+41,2013-02-22,2.56348
36,7.00E+41,2013-01-17,2.72522
124,7.00E+41,2013-02-02,5.98603
125,7.00E+41,2013-01-02,5.97992
,2R11,2013-01-31,19.62220582
,HT71,2013-02-28,0
,HT71,2013-02-21,0
,HT71,2013-02-15,0
,HT71,2013-02-17,0
,HT71,2013-01-15,0
,3B12,2013-01-25,
,3B12,2013-01-06,14.08386
,3B12,2013-02-19,14.09454
,5S31,2013-02-06,
,5S31,2013-01-31,
,5S31,2013-01-17,
,5S31,2013-01-21,
,2D71,2013-01-21,0
,2D71,2013-01-31,0
,2D71,2013-02-14,0
,2C11,2013-01-07,77.59462861
,2C11,2013-01-17,77.59462861
,2C11,2013-01-29,77.55799966
,XS52,2013-01-09,80.42456
,3G73,2013-01-01,
,3G73,2013-02-03,
,XM51,2013-01-15,24.35876026
,XM51,2013-01-10,24.41216185
,8B97,2013-01-03,100
,5S31,2013-02-13,
,YC41,2013-02-06,
,YC41,2013-01-07,
,YC41,2013-01-28,
,YC41,2013-01-08,
,YC41,2013-01-13,
,8H12,2013-01-15,100
,8K33,2013-02-17,0
,8K33,2013-02-10,0
,HZ11,2013-01-21,0
,7A22,2013-02-20,0
,7A22,2013-01-21,0.006099996
,XM52,2013-02-22,0
,XM52,2013-01-30,0
,XM52,2013-02-28,0
,2R11,2013-02-17,100
,1S71,2013-01-24,61.34033
,7F23,2013-01-04,100.00007
,7F23,2013-01-04,100.00007
,7F23,2013-02-03,0
,7F23,2013-02-17,0
,5A53,2013-02-22,
,5A53,2013-01-06,
,5A53,2013-02-16,
,CU31,2013-01-10,
,LS21,2013-01-10,
,YS73,2013-01-26,14.90761148
,8X91,2013-01-10,0
99.99698223,7.00E+21,2013-02-12,100
99.9969825,7.00E+21,2013-02-16,100
99.99412824,7.00E+21,2013-02-13,100
99.99412306,7.00E+21,2013-02-23,100
,CU11,2013-02-15,
,CU11,2013-01-01,
,5S31,2013-02-26,
,5S31,2013-01-05,
,5S31,2013-02-08,
,CU31,2013-01-28,
,CU31,2013-01-19,
,XM91,2013-01-31,0
,XM91,2013-01-26,0
,XM91,2013-02-23,0
,XM91,2013-02-21,0
,XM91,2013-01-27,0
,2A31,2013-01-25,21.16701
,2A31,2013-01-03,21.18837
,2A31,2013-03-01,99.99855
,2A31,2013-02-21,21.18837
,2A31,2013-02-24,99.99855
,8C56,2013-02-10,99.9878
,5A73,2013-02-04,
,5A73,2013-01-16,
,5A73,2013-01-26,
,5S31,2013-01-03,
,5S31,2013-02-16,
,5S31,2013-02-11,
,5S31,2013-01-03,
,1S51,2013-02-26,0
,1S51,2013-01-18,0
,1S51,2013-02-12,0
,1S51,2013-01-31,47.50977
,1S51,2013-02-22,0
,3M21,2013-02-16,
,3C36,2013-02-02,
,3C36,2013-02-25,
,3C36,2013-01-12,
,3C36,2013-01-29,
,3C36,2013-02-10,
,3C36,2013-01-02,
,3C36,2013-02-24,
,3C36,2013-02-15,
,CU31,2013-01-08,
,CU31,2013-02-13,
,CU31,2013-01-14,
,CU31,2013-02-15,
,CU31,2013-01-01,
,CU31,2013-01-19,
,CU31,2013-02-18,
1,JA71,2013-01-15,0
,5A31,2013-02-05,
,5A31,2013-02-12,
,5A31,2013-02-15,
,5A31,2013-03-01,
,5A31,2013-02-23,
,5S31,2013-01-06,
,5S31,2013-01-26,
,5S31,2013-01-06,
,5S31,2013-01-08,
,5S31,2013-01-24,
,5S31,2013-02-25,
,5S31,2013-01-15,
,XT31,2013-02-22,99.97558702
,XT31,2013-03-01,99.97558404
,2Y31,2013-02-04,100
,2Y31,2013-01-06,100
,5T31,2013-02-23,
,5T31,2013-01-16,
,5T31,2013-02-01,
,3A54,2013-01-11,
,3A54,2013-02-06,
,3A54,2013-01-30,
,3A54,2013-01-04,
,3A54,2013-01-16,
,3A54,2013-02-15,
,3A54,2013-02-10,
,4K31,2013-01-28,0
,4K31,2013-01-01,0
,8H71,2013-02-16,0
,8H71,2013-02-01,0
,8H71,2013-02-24,0
,8H71,2013-02-17,0
,5L31,2013-02-11,100
,XT31,2013-01-17,51.77633671
,XT31,2013-01-09,46.19705066
,XT31,2013-01-25,56.99633851
,XT31,2013-02-12,49.73751798
,5S31,2013-02-03,
,5S31,2013-02-06,
137,7.00E+41,2013-02-17,4.72718
153,7.00E+41,2013-02-04,4.67835
114,7.00E+41,2013-01-29,5.336
,HT71,2013-02-26,0
,HT71,2013-01-17,0
,HT71,2013-02-13,0
,HT71,2013-02-07,0
,5S31,2013-02-23,
,5S31,2013-02-28,
,5S31,2013-01-29,
,5S31,2013-02-28,
,5S31,2013-02-22,
,5S31,2013-01-13,
,5S31,2013-02-07,
,5S31,2013-01-30,
,5S31,2013-01-03,
0,JC32,2013-01-18,0
,8A74,2013-01-04,0
,8B97,2013-02-26,100
,8D97,2013-01-25,100.00007
,8D97,2013-02-03,0
,5S31,2013-02-11,
,8H12,2013-02-27,100
,8H12,2013-01-24,100
,8H12,2013-01-03,100
,8H12,2013-01-02,100
,7A22,2013-02-01,0
,7A22,2013-01-05,0.29907
,7A22,2013-02-17,0
,7A22,2013-03-01,0
,7A22,2013-01-31,0
,1S71,2013-01-23,58.09326
,1S71,2013-01-01,57.89795
,1S71,2013-01-20,60.4248
,1S71,2013-02-09,60.4126
,1S71,2013-02-09,38.73763599
,1S71,2013-02-04,61.12061
,7F23,2013-01-06,0
,7F23,2013-02-02,100.00007
,7F23,2013-01-04,0
,7F23,2013-02-04,100.00007
,7F23,2013-02-14,100.00007
,8X91,2013-02-25,0
,8X91,2013-01-28,100
,8X91,2013-01-25,0
51036,7.00E+21,2013-02-17,100.00007
,2M11,2013-01-20,0
,2M11,2013-02-27,0
,2M11,2013-02-05,0
,2M11,2013-02-17,0
,2M11,2013-01-22,0
,CU31,2013-02-27,
,CU31,2013-01-22,
,CU31,2013-01-27,
,CU31,2013-01-12,
,CU31,2013-02-21,
,CU31,2013-01-27,
,CU31,2013-01-15,
,XM91,2013-02-26,0
,5S31,2013-02-06,
,5S31,2013-01-06,
,5S31,2013-03-01,
,5S31,2013-01-09,
,3A56,2013-02-04,
,3A56,2013-02-19,
,3A56,2013-02-04,
,8C56,2013-02-12,0
,8C56,2013-01-18,0
,8T51,2013-02-01,0
,8T51,2013-01-09,0
0.002864837,KY31,2013-02-20,0
0.003429003,KY31,2013-01-10,0
,5S31,2013-02-11,
,5S31,2013-01-14,
,5S31,2013-02-17,
,5S31,2013-01-25,
,5S31,2013-01-01,
,5S31,2013-02-27,
,5S31,2013-02-12,
,3M21,2013-01-08,
,3M21,2013-02-11,
,3M21,2013-01-04,
,3M21,2013-02-28,
,3M21,2013-02-02,
,3M21,2013-01-08,
,3M21,2013-01-08,
,3M21,2013-02-08,
,5S31,2013-01-15,
,5S31,2013-01-10,
,3A53,2013-01-31,
,3A53,2013-01-11,
,3A53,2013-01-03,
,3A53,2013-01-06,
,KS41,2013-02-25,
,CU31,2013-01-15,
,CU31,2013-03-01,
,2A34,2013-02-09,87.41156
,2A34,2013-01-12,87.1308
,2A34,2013-01-14,100
,LN53,2013-01-14,13.92800829
,5A31,2013-02-16,
,5A31,2013-02-12,
56886,7B01,2013-01-29,1.118487113
,7B01,2013-02-08,1.19476
,5S31,2013-02-13,
,5S31,2013-01-09,
,5S31,2013-01-12,
,2A91,2013-01-20,0
,1W51,2013-02-26,72.64957376
,1W51,2013-01-17,72.64957376
,5T31,2013-02-15,
,5T31,2013-01-05,
,5T31,2013-02-17,
,8.00E+57,2013-01-23,
,XS51,2013-02-13,67.92548073
,5S31,2013-02-05,
,3A54,2013-02-21,
,3A54,2013-02-18,
,3A54,2013-01-22,
,3A54,2013-02-13,
,3A54,2013-02-14,
,3A54,2013-01-07,
,3A54,2013-01-03,
,8H71,2013-01-10,0
,HU32,2013-01-06,0
,2.00E+51,2013-02-01,29.98047
,2.00E+51,2013-02-18,29.96826
,2.00E+51,2013-01-02,29.98047
,5S31,2013-02-15,
,5S31,2013-02-25,
,5S31,2013-01-04,
,5S31,2013-02-10,
,5S31,2013-01-12,
,5S31,2013-01-01,
,5S31,2013-02-09,
,5S31,2013-01-02,
,5S31,2013-02-09,
,5S31,2013-01-24,
,5S31,2013-02-24,
,5S31,2013-02-24,
,5S31,2013-01-05,
,5S31,2013-01-12,
,5S31,2013-01-12,
,5S31,2013-01-03,
,5S31,2013-01-29,
,5S31,2013-02-20,
,5S31,2013-01-19,
,5S31,2013-01-17,
,5S31,2013-01-25,
,5S31,2013-01-12,
,4F73,2013-01-09,100
,8Y92,2013-02-24,0
,8Y92,2013-03-01,0
,8Y92,2013-01-02,0
,5S31,2013-01-30,
,5S31,2013-02-21,
,5S31,2013-01-15,
,LS21,2013-02-18,
,LS21,2013-01-04,
,XT32,2013-02-04,100
,SZ61,2013-01-24,
,8H12,2013-01-11,100
,8H12,2013-01-22,100
,3A53,2013-02-20,
,XM52,2013-01-20,82.13812
,XM52,2013-01-25,81.64221
,7A22,2013-01-06,0.32196
,7A22,2013-01-05,0
,7A22,2013-02-10,0
,8C52,2013-02-27,99.68262
,8C52,2013-01-24,99.74365
,8C52,2013-02-03,99.73145
,8C52,2013-02-06,99.71924
,8C52,2013-01-03,99.71924
,8C52,2013-01-10,99.73145
,7F23,2013-02-18,99.99855
,7F23,2013-03-01,99.99855
,7F23,2013-02-09,99.99855
,7F23,2013-02-09,99.99855
,7F23,2013-01-26,100.00007
,3M21,2013-02-19,
,3M21,2013-02-04,
,3M21,2013-01-22,
,3M21,2013-02-21,
,3M21,2013-01-28,
,1Y32,2013-01-29,25.64697
,1Y32,2013-01-25,23.07587
,3M21,2013-02-01,
,2M11,2013-02-06,0
,2M11,2013-01-19,0
,2M11,2013-02-21,0
,5T31,2013-02-27,
,5T31,2013-01-11,
,5T31,2013-01-28,
,CU31,2013-01-16,
,CU31,2013-01-24,
,CU31,2013-01-10,
,CU31,2013-02-11,
,CU31,2013-01-31,
,XG53,2013-01-13,
,XG53,2013-02-28,
,3A56,2013-01-01,
,3A56,2013-01-25,
,3A56,2013-01-31,
,3A56,2013-02-17,
,3A56,2013-01-15,
,3A56,2013-01-26,
,3A56,2013-01-01,
,XS52,2013-01-25,100.0016
,XS52,2013-01-14,100.0016
,XS52,2013-01-13,100.00159
,XS52,2013-01-18,100.00313
,XS52,2013-01-01,100.00313
,XS52,2013-01-24,100.0016
,5S31,2013-02-20,
,5S31,2013-01-17,
,5S31,2013-01-07,
,5S31,2013-01-11,
,5S31,2013-01-01,
,5S31,2013-02-07,
,5S31,2013-02-10,
,3M21,2013-02-28,
,3M21,2013-01-15,
,3M21,2013-02-15,
,3M21,2013-03-01,
,3M21,2013-01-28,
,3M21,2013-02-05,
,HU31,2013-02-27,0
,KS41,2013-02-28,
,KS41,2013-01-26,
,KS41,2013-02-06,
,KS41,2013-01-25,
,KS41,2013-01-02,
,KS41,2013-01-27,
,KS41,2013-01-11,
,LN53,2013-01-21,27.30476809
,LN53,2013-01-14,33.9685965
,LN53,2013-02-08,35.24573607
,LN53,2013-02-08,29.96523
,LN53,2013-01-29,29.98965
,2A31,2013-02-26,100
,5S31,2013-01-04,
,5S31,2013-02-12,
,5S31,2013-02-06,
,5S31,2013-01-03,
,5S31,2013-01-19,
,5S31,2013-01-13,
,5S31,2013-01-06,
,4.00E+91,2013-01-17,64.0625
,3X53,2013-02-16,
,3X53,2013-02-05,
,3M21,2013-01-06,
,5S31,2013-01-01,
,5S31,2013-01-03,
,5S31,2013-01-25,
,HZ11,2013-01-23,0
,HZ11,2013-01-17,0
,HZ11,2013-01-24,0
,HZ11,2013-01-11,0
,HZ11,2013-01-27,0
,HZ11,2013-01-19,0
,XN31,2013-01-09,99.98778851
,XN31,2013-02-23,100
,XN31,2013-02-04,100
,XN31,2013-01-07,100
,XN31,2013-01-05,99.97558404
,5S11,2013-02-08,
,5S11,2013-02-22,
,5S11,2013-02-27,
,5S31,2013-01-28,
,5S31,2013-01-04,
,5S31,2013-01-03,
,5S31,2013-01-09,
,5S31,2013-01-10,
,5S31,2013-01-25,
114,7.00E+41,2013-02-22,5.33753
,XS52,2013-02-05,0
,XS51,2013-01-07,79.48823202
,5S31,2013-02-21,
,5S31,2013-01-29,
,8V31,2013-02-07,
,8V31,2013-02-01,
,5S31,2013-01-19,
,5S31,2013-02-02,
,5S31,2013-02-22,
,5S31,2013-02-07,
,5S31,2013-01-21,
,5S31,2013-02-11,
,5S31,2013-02-21,
,8Y92,2013-01-05,0
,8Y92,2013-01-13,0
,8Y92,2013-01-12,0
,8Y92,2013-01-16,0
,8Y92,2013-01-26,0
,8V31,2013-01-18,
,SZ61,2013-01-02,
,SZ61,2013-02-25,
,SZ61,2013-01-28,
,SZ61,2013-03-01,
,XP53,2013-02-23,100.0016
,XP53,2013-02-05,100.0016
,XM52,2013-01-14,81.6178
,3B33,2013-01-17,
,5S31,2013-01-30,
,5S31,2013-01-25,
,5S31,2013-01-20,
,5S31,2013-02-24,
,5S31,2013-02-04,
,7A22,2013-02-25,0
,7A22,2013-01-10,0
,7A22,2013-01-31,0.0061
,7A22,2013-02-27,0
,7A22,2013-01-27,0
,8C52,2013-01-18,99.74365
,8C52,2013-02-10,99.74365
,8C52,2013-02-12,99.73145
,3M21,2013-02-05,
,4.00E+91,2013-01-09,99.96338
,4.00E+91,2013-02-23,50.06105491
,7F23,2013-01-19,100.00007
,7F23,2013-01-19,100.00008
,7F23,2013-02-26,100.00008
,7F21,2013-02-19,0.00305
,3B33,2013-02-08,
,5S31,2013-02-21,
,5S31,2013-02-11,
,5S31,2013-01-21,
,3M41,2013-02-17,
,3M41,2013-02-22,
,3M41,2013-02-25,
,5T31,2013-01-31,
,5T31,2013-02-19,
,3M21,2013-01-26,
,3M21,2013-01-31,
,3M21,2013-02-21,
,8C52,2013-01-06,99.9878
,8C52,2013-02-08,99.97559
,XG53,2013-01-11,
,XG53,2013-01-23,
,XG53,2013-01-19,
,XG53,2013-01-24,
,XG53,2013-01-24,
,XG53,2013-02-17,
,XG53,2013-02-10,
,3A56,2013-01-05,
,3A56,2013-01-23,
,8W11,2013-02-19,100
,8W11,2013-01-01,100
,3M21,2013-01-19,88.24463
,3M21,2013-02-13,87.07886
,2.00E+51,2013-01-06,49.90234
,2.00E+51,2013-02-17,49.90234
,2.00E+51,2013-01-08,52.27051
,2.00E+51,2013-01-03,52.24609
,2.00E+51,2013-02-11,
,2.00E+51,2013-01-08,51.01318
,5S31,2013-01-11,
,5S31,2013-01-04,
,5S31,2013-01-20,
,5S31,2013-01-28,
,5S31,2013-01-29,
,5S31,2013-01-01,
,5S31,2013-01-14,
,HU31,2013-01-31,0
,HU31,2013-02-09,0
,HU31,2013-01-03,0
,HU31,2013-01-27,0
,HU31,2013-02-03,0
,2A31,2013-02-07,100
,2A31,2013-01-17,100
,2A31,2013-02-14,100
,2A31,2013-01-12,100
,XM52,2013-02-27,79.59295
,5S31,2013-01-22,
,5S31,2013-01-25,
,5S31,2013-02-27,
,5S31,2013-02-22,
,5S31,2013-01-02,
,5S31,2013-01-27,
,5S31,2013-02-18,
,5S31,2013-02-19,
,5S31,2013-02-24,
,5S31,2013-03-01,
,5S31,2013-02-25,
,5S31,2013-01-28,
,5S31,2013-01-27,
,5S31,2013-01-05,
,HZ11,2013-01-21,0
,HZ11,2013-01-24,0
,HZ11,2013-02-14,0
,HZ11,2013-01-22,0
,1R52,2013-02-16,0
,MW91,2013-01-02,
,MW91,2013-01-14,
,MW91,2013-02-09,
,MW91,2013-01-31,
,MW91,2013-02-06,
,MW91,2013-02-17,
,MW91,2013-01-06,
,MW91,2013-01-14,
,2.00E+51,2013-02-03,30.54199
,2.00E+51,2013-02-28,30.54199
,2.00E+51,2013-02-26,30.94482
,2.00E+51,2013-02-26,30.10254
,1T12,2013-01-23,99.98779
,5S31,2013-02-12,
,3M21,2013-02-25,
,3M21,2013-01-14,
,3M21,2013-02-21,
,3M21,2013-01-31,
,3M21,2013-01-14,
,3M21,2013-02-22,
0,TR93,2013-01-28,0
,8V31,2013-01-10,
0,KY31,2013-01-26,0
0,KY31,2013-01-17,0
0,KY31,2013-02-08,0
0,KY31,2013-02-22,0
,5S31,2013-01-25,
,5S31,2013-02-02,
,5S31,2013-01-13,
,5S31,2013-02-28,
,5S31,2013-01-05,
,XN32,2013-01-22,48.35205
,5S31,2013-02-13,
,5S31,2013-01-29,
,5S31,2013-02-21,
,5A53,2013-02-13,
,5A53,2013-02-03,
,5S31,2013-01-03,
,5S31,2013-02-07,
,HT11,2013-01-19,0
,5A73,2013-02-18,
,5A73,2013-01-02,
,5A73,2013-01-19,
,5A73,2013-02-09,
,3M21,2013-01-17,
,3M21,2013-01-23,
,XP53,2013-01-25,77.75302595
,XP53,2013-02-20,77.74692382
,3B13,2013-01-26,
,3B13,2013-02-15,90.81573
,3B13,2013-01-29,90.79437
,3B13,2013-01-05,89.38904
,3B13,2013-02-25,10.718972
,5S31,2013-01-08,
,5S31,2013-01-27,
,5S31,2013-02-21,
,5S31,2013-01-17,
,5S31,2013-01-09,
,5S31,2013-02-02,
,5S31,2013-02-11,
,7A22,2013-02-07,0.036619974
,7A22,2013-02-12,0.036619974
,7A22,2013-01-13,0.036619974
,5.00E+32,2013-02-18,NaN
,5.00E+32,2013-01-08,NaN
,5.00E+32,2013-01-03,100
,8A93,2013-02-05,
,8A93,2013-02-24,
,5S31,2013-02-18,
,5S31,2013-02-24,
,7F21,2013-01-18,0.00153
,7F21,2013-01-15,0
,7F21,2013-01-19,0
,3M41,2013-02-16,
,5S31,2013-02-03,
,5S31,2013-02-02,
,5S31,2013-03-01,
,5S31,2013-01-21,
,5S31,2013-01-09,
,5S31,2013-01-06,
,8C52,2013-01-13,53.63203847
,5S31,2013-01-15,
,5S31,2013-01-18,
,5S31,2013-02-26,
,3A53,2013-01-12,
,3A53,2013-01-18,
,3B14,2013-01-11,
,3B14,2013-01-24,
,XG53,2013-02-19,
,XG53,2013-02-05,
,XG53,2013-01-22,
,XG53,2013-01-15,
,XG53,2013-02-24,
,XG53,2013-02-16,
,XG53,2013-02-02,
,2C11,2013-01-31,0
,2C11,2013-01-03,0
,2C11,2013-01-24,0
,1R52,2013-01-04,15.7425
,1R52,2013-02-07,15.7425
,1R52,2013-01-25,15.7837
,5A53,2013-02-13,
,5A53,2013-01-14,
,5A53,2013-01-13,
,5A53,2013-01-18,
,5A53,2013-01-20,
,5A53,2013-01-02,
,5A53,2013-01-04,
,5S31,2013-01-18,
,5S31,2013-01-13,
,5S31,2013-01-17,
,5S31,2013-01-30,
,5S31,2013-02-08,
,5S31,2013-02-04,
,5S31,2013-01-03,
,HU31,2013-02-03,0
,4.00E+92,2013-01-07,0
,4.00E+92,2013-02-07,0
,5L51,2013-01-21,100
,5L51,2013-01-03,100
