mixed,cat,date,num
,3A57,2013-02-17,
,3A57,2013-01-06,
,2R11,2013-02-08,100
,CU31,2013-01-10,
,CU31,2013-01-03,
,CU31,2013-02-01,
,CU31,2013-02-06,
,CU31,2013-01-20,
,CU31,2013-02-18,
,5.00E+51,2013-01-19,24.89317697
,5.00E+51,2013-01-23,24.77109207
,5.00E+51,2013-01-07,24.69783561
,5.00E+51,2013-01-03,24.92980144
,5.00E+51,2013-01-03,27.55463442
,5.00E+51,2013-01-19,24.91759244
,4J33,2013-02-12,0
,XU13,2013-01-08,100
,HU32,2013-01-10,38.71322301
,HU32,2013-02-17,46.01953337
,HU32,2013-01-26,40.42734832
,HU32,2013-01-16,46.45342196
,HT92,2013-02-05,0
,KS41,2013-01-03,
,4C11,2013-02-28,
,5L32,2013-03-01,0
,5L32,2013-01-17,0
,5L32,2013-02-06,0
,1R52,2013-01-10,70.79473
,1R52,2013-02-26,67.61174
,1R52,2013-02-06,71.50579
,1R52,2013-02-15,71.50426
,HT71,2013-01-09,58.97217
,2A31,2013-01-23,76.18261
,3C37,2013-01-26,26.16882
,3C37,2013-01-27,26.20544
,3C37,2013-01-05,26.28479
,3C37,2013-01-16,26.39923
,3C37,2013-02-12,26.94244
,3C37,2013-02-01,26.98364
,3C37,2013-02-17,27.01263
,3C37,2013-02-18,27.03857
,3A51,2013-01-12,
,3A51,2013-02-25,
,3A51,2013-02-10,
,3A51,2013-01-13,
,5S11,2013-02-01,
,5S11,2013-01-16,
,5S31,2013-02-20,
327835,JA51,2013-02-21,100.00007
,8C31,2013-02-17,92.78387854
,8C31,2013-02-19,92.79521161
,XM92,2013-02-02,80.2445
,XM92,2013-02-04,78.8941
,CU11,2013-01-02,
,CU11,2013-01-19,
,5T31,2013-01-19,
,8C52,2013-02-18,0
,8C52,2013-01-07,0
,8C52,2013-02-16,0
,3A57,2013-02-09,
,3A57,2013-01-03,
,3A57,2013-02-11,
,3A57,2013-01-04,
,3A57,2013-02-21,
,XS52,2013-01-16,100.00313
,XS52,2013-02-14,100
,HZ11,2013-01-11,91.27362962
,HZ11,2013-01-27,92.06707693
,HZ11,2013-01-31,92.06707693
,HZ11,2013-01-26,92.02904949
,HZ11,2013-01-10,92.02904949
,3B15,2013-02-03,88.04474
,3B15,2013-01-29,89.03961
,3B15,2013-01-24,85.92224
,3B15,2013-01-21,87.8952
,3B15,2013-01-18,87.89063
,KV21,2013-01-03,
,5.00E+51,2013-02-23,99.9878
,5.00E+51,2013-01-30,99.9878
,CU31,2013-01-10,
,XM92,2013-01-21,0
,XM92,2013-01-19,0
,XM92,2013-02-12,0
,XM92,2013-01-18,0
,XM92,2013-02-08,0
,HT33,2013-01-29,0
,HT33,2013-02-21,0
,HT33,2013-02-08,0
,HT33,2013-02-26,0
,LS21,2013-02-17,
,LS21,2013-01-22,
,3V31,2013-01-29,
,5S11,2013-02-27,
,5S11,2013-01-25,
,5K12,2013-01-31,
,3A57,2013-02-11,
,3A57,2013-01-10,
,3A57,2013-02-12,
,3A57,2013-02-09,
,5S11,2013-01-06,
,5S11,2013-01-06,
9,JV63,2013-02-21,0
,LR91,2013-01-01,54.39453
,LR91,2013-02-03,37.8418
,5S31,2013-01-07,
,5S31,2013-02-26,
,5S31,2013-01-06,
,5S31,2013-02-25,
,5S31,2013-02-13,
,5S31,2013-01-30,
,5S31,2013-02-04,
,HT33,2013-02-05,0
,HT33,2013-02-09,10.74677
,HT33,2013-02-07,10.57587
,HT33,2013-01-30,10.56977
,5A73,2013-01-06,
,8C56,2013-01-26,99.98779
,8C56,2013-01-11,99.98779
,8C56,2013-02-04,99.98779
,8C56,2013-02-22,99.9878
,8C56,2013-01-06,99.9878
,2.00E+71,2013-01-09,0
,LS21,2013-01-14,
,LS21,2013-02-14,
,LS21,2013-01-13,
,LS21,2013-02-17,
,KT02,2013-01-06,
,KT02,2013-01-01,
,KT02,2013-01-22,
,KT02,2013-02-04,
,2A32,2013-01-29,0
,3A57,2013-01-21,
,3A57,2013-02-01,
,3A57,2013-02-17,
,3A57,2013-02-22,
,3A57,2013-02-22,
,3A57,2013-01-10,
,WH32,2013-01-21,47.56439761
,2B31,2013-01-19,50.79346
,2B31,2013-01-29,50.80566
,1V72,2013-01-20,99.1333
,1V72,2013-01-24,
,KS43,2013-01-02,
,KS43,2013-02-18,
,3A57,2013-02-20,
,3A57,2013-01-27,
,3A57,2013-02-15,
,8H71,2013-01-15,0
,8H71,2013-01-19,0
,8H71,2013-01-13,0
,1S51,2013-01-06,98.37647
,CU31,2013-01-26,
,2R11,2013-02-10,100
,2R11,2013-01-19,100
,2R11,2013-01-03,100
,2R11,2013-02-05,100
,2R11,2013-01-29,100
,1S52,2013-02-23,0
,1S52,2013-01-22,0
,1S52,2013-02-19,0
,HT33,2013-02-20,100
,HT33,2013-01-28,100
,HU32,2013-02-12,46.46563345
,HU32,2013-01-20,46.45909531
,8J91,2013-02-06,99.98779
,8J91,2013-01-19,99.9878
,8J91,2013-02-10,99.9878
,5A53,2013-02-26,
,5A53,2013-02-13,
,8A93,2013-01-01,9.51691
,8A93,2013-02-26,9.51691
,5K31,2013-01-24,
,5K31,2013-01-28,
,5K31,2013-01-26,
,2A31,2013-01-11,76.49542
,2A31,2013-01-09,0
,2A31,2013-01-03,77.60473
,2A31,2013-02-08,78.25323
,2A31,2013-02-18,78.24407
,3C37,2013-01-10,27.2522
,3C37,2013-02-03,27.6947
,3C37,2013-02-10,27.73743
,3C37,2013-02-04,17.25589771
,3C37,2013-02-01,
,3C37,2013-02-14,29.26636
,3C37,2013-01-30,19.72656
,3C37,2013-02-23,
,5S31,2013-01-02,
,5S31,2013-02-16,
,5S31,2013-02-10,
,5S31,2013-01-10,
,5S31,2013-02-08,
,5S31,2013-01-02,
,5S31,2013-02-13,
,5S31,2013-01-01,
,7F23,2013-01-09,0
,7F23,2013-02-27,100
,7B01,2013-01-18,0.16022
,7B01,2013-01-05,0.0885
,7B01,2013-02-11,0.086978661
,8C52,2013-02-22,0
,2L72,2013-01-31,22.61017844
,2L72,2013-02-20,22.62238993
,2L72,2013-01-13,NaN
,2L72,2013-01-13,0
,2L72,2013-02-06,18.71566331
,XS52,2013-01-03,100.00159
,JA73,2013-01-07,100.00007
,JA73,2013-02-20,100.00007
,8B97,2013-01-29,100
,HZ11,2013-02-05,92.02904949
,HZ11,2013-01-26,91.99090068
,HZ11,2013-01-02,92.02904949
,HZ11,2013-01-15,91.9359724
,LS21,2013-01-14,
,LS21,2013-02-01,
,5.00E+51,2013-02-14,99.98779
,5.00E+51,2013-01-29,99.9878
,5.00E+51,2013-02-18,99.98779
,5.00E+51,2013-01-24,99.98779
,5.00E+51,2013-02-16,99.98779
,XM92,2013-01-02,0
,1W51,2013-02-18,NaN
,3A53,2013-02-01,
,3A53,2013-01-25,
,3A53,2013-02-15,
,3A53,2013-02-22,
,3A53,2013-02-25,
,LS21,2013-02-22,
,LS21,2013-02-09,
,5K11,2013-02-27,
,2A31,2013-02-20,15.46149499
,XM52,2013-01-02,100.0016
,XM52,2013-02-19,100.0016
,3A57,2013-01-12,
,3A57,2013-02-24,
,3A57,2013-01-20,
,3A57,2013-02-28,
,5S11,2013-02-17,
,5S11,2013-01-10,
,5S11,2013-02-28,
,LR91,2013-01-15,47.58301
,LR91,2013-03-01,59.24072
,LR91,2013-01-18,59.24072
,LR91,2013-02-19,59.24072
,LR91,2013-02-26,59.24072
,LR91,2013-02-09,59.24072
,5S31,2013-02-19,
,5S31,2013-02-06,
,KS43,2013-02-03,
,KS43,2013-02-27,
,KS43,2013-02-02,
,KS43,2013-03-01,
,1V72,2013-02-13,41.8457
,1V72,2013-02-19,44.51904
,1V72,2013-02-06,44.43359
,1V72,2013-02-24,44.2749
,8.00E+74,2013-02-25,
,8.00E+74,2013-02-22,
0.00788167,JM12,2013-02-15,0
0.006233442,JM12,2013-01-30,0
,XT32,2013-02-22,27.0752
,XT32,2013-01-07,34.19189
,XT32,2013-01-01,27.0874
,KT02,2013-01-01,
,KT02,2013-01-21,
,KT02,2013-01-21,
,KT02,2013-01-06,
,KT02,2013-01-17,
,KT02,2013-01-27,
,KT02,2013-02-28,
,3A57,2013-01-07,
,3A57,2013-02-06,
,8V31,2013-02-19,
,8V31,2013-02-23,
,8V31,2013-01-27,
,8V31,2013-01-24,
,8V31,2013-01-16,
,8V31,2013-01-28,
,1U51,2013-01-24,60.88390001
99.9975934,TR73,2013-01-26,100
0.001202125,TR73,2013-02-22,0
,KS43,2013-02-07,
,1V72,2013-02-18,98.30322
,1V72,2013-01-30,98.2544
,1V71,2013-02-28,69.96703598
,1V71,2013-01-12,71.1843661
,1V71,2013-01-18,69.99145596
,1S51,2013-01-19,98.70605
,1S51,2013-02-09,98.20557
,1S51,2013-02-26,98.85254
,1S51,2013-01-09,98.81592
,1S51,2013-02-01,98.81592
,3A53,2013-01-12,32.31201
,2R11,2013-01-28,100
,5D12,2013-01-04,
,5D12,2013-01-13,
,5D12,2013-01-28,
,5D12,2013-02-04,
,XH53,2013-01-08,
,8J91,2013-02-17,99.98779
,8J91,2013-01-14,99.98779
,8J91,2013-02-03,99.98779
,KS42,2013-01-14,
,KS42,2013-02-12,
,KS42,2013-02-15,
,KS42,2013-02-15,
,KS41,2013-02-25,
,KS41,2013-01-11,
,5L32,2013-02-02,0
,5L32,2013-02-28,23.04688
,5L32,2013-01-13,0
,5L32,2013-01-10,0
,SZ61,2013-01-20,
,2A31,2013-02-22,81.96722
,2A31,2013-01-23,75.64124269
,1S51,2013-02-05,27.89647337
,1S51,2013-02-18,28.29059856
,XS52,2013-01-25,0
,3C37,2013-01-25,75.83618
,3C37,2013-01-08,
,3C37,2013-01-23,
,3C37,2013-02-07,25.20599
,3C37,2013-02-09,19.81354
,3C37,2013-01-20,74.16992
,3C37,2013-01-05,15.00397
,3C37,2013-02-14,29.953
,3C37,2013-01-01,29.953
,5S31,2013-02-19,
,5S31,2013-01-23,
,5S31,2013-01-16,
,5S31,2013-01-07,
,5S31,2013-01-01,
,5S31,2013-01-12,
,5S31,2013-02-08,
,7B01,2013-02-11,0.12665
,7B01,2013-01-31,0.12665
,7B01,2013-01-06,0.163267502
,7B01,2013-01-13,0.4379233
,2L72,2013-01-08,18.74007816
,2L72,2013-02-14,26.10181703
,2L72,2013-02-01,23.02808346
,2L71,2013-01-21,NaN
,2L71,2013-02-04,NaN
,2L71,2013-01-08,26.13525
,8B97,2013-01-15,100.00007
,8B97,2013-01-30,100
,8B97,2013-01-31,100
,LS21,2013-02-12,
,LS21,2013-02-15,
,LS21,2013-01-03,
,LS21,2013-02-10,
,LS21,2013-01-12,
,LS21,2013-02-14,
,2R11,2013-01-10,100
,5.00E+51,2013-01-28,99.98779
,LU13,2013-02-07,66.687523
,2D71,2013-01-24,63.93602659
,2D71,2013-02-02,62.84493045
,2D71,2013-01-16,58.16849893
,2A31,2013-02-17,100
,2A31,2013-02-11,100
,1W91,2013-02-26,0
,1W91,2013-01-16,0
,5S31,2013-01-22,
,XM52,2013-02-07,100.0016
,XM52,2013-01-18,100.00312
,XM52,2013-02-16,100.0016
,XM52,2013-01-12,100.0016
,XS52,2013-01-13,100.00153
,XS52,2013-02-18,100.0016
,5S11,2013-01-22,
,5S11,2013-01-26,
,KS42,2013-01-23,
,KS42,2013-01-07,
,8V31,2013-02-02,
,8V31,2013-02-03,
,8V31,2013-01-17,
,XC21,2013-01-19,
,8.00E+74,2013-02-17,
,8.00E+74,2013-02-12,
,8.00E+74,2013-02-15,
,8.00E+74,2013-01-04,
,8.00E+74,2013-01-29,
,8J91,2013-02-24,0
,2A34,2013-01-15,100.0016
,HZ11,2013-01-23,84.41032943
,HZ11,2013-01-01,84.46068863
,3C33,2013-02-20,
,HZ11,2013-01-12,0
,HT71,2013-01-17,66.04004
,KT02,2013-02-25,
,KT02,2013-01-09,
,KT02,2013-02-24,
,KT02,2013-02-18,
,HT91,2013-01-15,0
,HT91,2013-01-26,0
,HT91,2013-02-14,0
,8V31,2013-02-06,
,8V31,2013-02-07,
,8V31,2013-02-02,
,8V31,2013-01-21,
,8V31,2013-02-11,
,8V31,2013-02-27,
,8V31,2013-01-29,
163771,TR73,2013-01-29,100.00007
166340,TR73,2013-02-09,100.00007
,CU31,2013-01-25,
,CU31,2013-02-20,
,CU31,2013-02-16,
,CU31,2013-01-20,
,CU31,2013-02-21,
,1V71,2013-02-18,63.45542947
,1V71,2013-01-18,63.46764245
,8H72,2013-02-11,30.87534679
,8H72,2013-02-21,35.9540964
,5D31,2013-01-08,
,3C33,2013-02-19,66.94946
,XH53,2013-01-13,
,XH53,2013-02-13,
,XH53,2013-02-21,
,5L31,2013-02-26,0
,5L31,2013-01-28,0
,5L31,2013-02-18,0
,HT33,2013-02-09,100
,HT33,2013-01-16,100
,HT33,2013-01-09,100
,HT33,2013-02-27,100
,5.00E+71,2013-01-20,65.36442446
,KS42,2013-01-16,
,KS42,2013-02-22,
,1S51,2013-01-30,0
,1S51,2013-02-07,0
,1S51,2013-01-13,0
,1S51,2013-02-26,0
,SZ61,2013-02-21,
,SZ61,2013-02-14,
,SZ61,2013-01-24,
,SZ61,2013-01-19,
,5N61,2013-02-03,
,5N61,2013-02-10,
,5N61,2013-02-25,
,XS52,2013-01-14,0
,XS52,2013-02-17,0
,1R51,2013-02-02,75.28997
,8V31,2013-01-30,
,8V31,2013-01-29,
,8V31,2013-02-08,
,8V31,2013-01-28,
,3C37,2013-01-27,29.93011
,3C37,2013-02-12,31.73676
,3C37,2013-02-23,24.47968
,3C37,2013-01-08,30.1712
,3C37,2013-01-19,15.86914
,3C37,2013-02-25,24.85809
,3C37,2013-01-22,15.21912
,3C37,2013-02-07,15.08789
,5S31,2013-02-06,
,5S31,2013-02-13,
,5S31,2013-01-25,
,5S31,2013-02-02,
,5S31,2013-02-11,
,5S31,2013-01-09,
,5S31,2013-02-03,
,7B01,2013-02-03,0
,7B01,2013-02-10,0.43793
,7B01,2013-01-27,0.321964894
,7B01,2013-01-19,0
,2L71,2013-01-10,26.10500484
,XM53,2013-02-27,26.60522
,XM53,2013-01-30,99.99855
,XM53,2013-02-18,27.94039
,XM53,2013-02-14,18.70119
,8B97,2013-01-06,100
,8B97,2013-02-08,100
,8B97,2013-01-12,100
,5S31,2013-01-22,
,5S31,2013-01-22,
,5S31,2013-02-04,
,2R11,2013-01-19,100
,5A31,2013-02-27,
,1M32,2013-01-27,84.07006488
,1M32,2013-02-06,84.07599
,1M32,2013-01-16,83.76031983
,2D71,2013-01-18,64.6197036
,2D71,2013-01-09,58.13697853
,1S52,2013-01-14,0
,1S52,2013-01-22,0
,1S52,2013-01-22,0
,1S52,2013-01-17,0
,5S31,2013-01-29,
,5S31,2013-02-16,
,5S31,2013-01-28,
,5S31,2013-01-24,
,5S31,2013-02-26,
,5S31,2013-01-25,
,5S31,2013-01-14,
,XS52,2013-02-11,100.0016
,3M21,2013-02-25,
,3M21,2013-02-06,
,LS21,2013-01-13,
17331,7F23,2013-01-16,0
17331,7F23,2013-02-16,100.00007
,XC21,2013-02-24,
,XC21,2013-01-01,
,XC21,2013-01-02,
,KT03,2013-02-18,
,KT03,2013-02-07,
,KT03,2013-02-06,
,3B15,2013-01-16,82.92288256
,LR91,2013-01-13,59.24072
,LR91,2013-01-31,59.24072
,LR91,2013-01-11,59.24072
,XT71,2013-02-09,0
,XT71,2013-01-27,0
,1R52,2013-02-09,0
,KS43,2013-01-17,
,KS43,2013-01-11,
,KS43,2013-01-14,
,KS43,2013-01-31,
,KS43,2013-02-09,
,KS43,2013-01-28,
,CU31,2013-01-11,
,8J91,2013-01-10,0
,8J91,2013-01-12,0
,8J91,2013-01-16,0
,8J91,2013-01-15,0
,8J91,2013-02-12,0
,8J91,2013-01-01,0
,8K11,2013-01-14,59.39240566
,8K11,2013-01-11,58.98042631
,8K11,2013-01-01,NaN
,8K11,2013-01-23,52.61913019
,8K11,2013-02-01,52.614555
,8K11,2013-02-24,68.66293524
,8V31,2013-02-12,
,8V31,2013-02-06,
,8V31,2013-01-20,
,8V31,2013-02-22,
,8V31,2013-02-04,
,8V31,2013-02-23,
,8V31,2013-01-31,
,8V31,2013-01-13,
,8V31,2013-01-02,
,KT03,2013-01-18,
,KT03,2013-01-25,
,KT03,2013-01-09,
,KT03,2013-02-09,
,KT03,2013-02-27,
,KT03,2013-01-19,
,3C33,2013-02-25,22.60437
,3C33,2013-01-19,66.07971
,8Z93,2013-01-05,100.00007
,8H12,2013-02-17,100
,2D31,2013-02-01,100.00007
,KS42,2013-01-10,
,3A53,2013-02-17,16.20941
,3A53,2013-02-09,89.0274
,3A53,2013-02-19,32.16705
,3A53,2013-01-10,15.51056
,3A53,2013-01-12,90.74707
,2D31,2013-02-09,0
,2D31,2013-01-22,0
,5L31,2013-02-15,0
,WG32,2013-01-25,38.97530523
,WG32,2013-01-30,14.86641214
,WG32,2013-01-03,17.48603444
,WG32,2013-01-29,17.34260718
,WG32,2013-01-17,15.21735652
,3J54,2013-02-07,0
,3J54,2013-01-20,0
,XT32,2013-01-08,29.88281
,XT32,2013-01-31,31.57959
,XT32,2013-01-29,31.50635
,XT32,2013-01-31,29.88281
,1S51,2013-01-27,0
,1S51,2013-01-01,0
,5.00E+51,2013-01-17,0
,5.00E+51,2013-01-14,0
,5.00E+51,2013-01-11,0
,5.00E+51,2013-01-06,0
,5A53,2013-02-05,
,5A53,2013-01-26,
,5A53,2013-02-10,
,5A53,2013-02-21,
,5A53,2013-01-05,
,5A53,2013-02-17,
,5A53,2013-02-28,
,8V31,2013-02-24,
,WH91,2013-02-18,0
,WH91,2013-01-23,0
,1L72,2013-01-14,
,1L72,2013-01-01,
,HT72,2013-01-18,100
,3C37,2013-02-26,75.70953
,3C37,2013-02-17,25.54169
,3C37,2013-02-10,14.0564
,3C37,2013-02-20,19.80743
,3C37,2013-02-03,76.37329
,3C37,2013-01-15,75.03815
,3C37,2013-01-12,78.47137
,3C37,2013-01-29,78.83606
,5S31,2013-01-08,
,3A57,2013-02-26,
,3A57,2013-01-02,
,XN31,2013-02-15,0.14648
,XN31,2013-02-10,0.09766
,XN31,2013-01-17,0.09766
,3B11,2013-01-14,91.58478
,7B01,2013-01-07,0.16327
,2R11,2013-01-02,100
,2R11,2013-01-20,100
,2R11,2013-01-20,100
,2R11,2013-01-11,100
,2R11,2013-02-26,100
,XM53,2013-02-24,26.66779
,XM53,2013-01-20,72.0078
,XM53,2013-02-12,16.70839
,XM53,2013-01-27,16.72364
,XM53,2013-01-10,26.64337
,XM53,2013-02-16,35.34698
,5S31,2013-01-16,
,5S31,2013-02-04,
,5S31,2013-02-06,
,HT71,2013-02-19,32.07178597
,HT71,2013-02-21,33.23159425
,HT71,2013-01-15,32.58454857
,3S32,2013-02-16,
,3B13,2013-02-02,28.55225
,3B13,2013-02-17,40.13672
,3B13,2013-02-10,48.39935
,3B13,2013-01-17,28.5675
,TS31,2013-01-30,0
,1S52,2013-02-06,0
,1S52,2013-01-06,0
,5.00E+51,2013-01-18,30.00854404
,5.00E+51,2013-02-10,29.99633955
,5.00E+51,2013-01-13,29.99633955
,5.00E+51,2013-01-29,30.04516852
,5S31,2013-02-27,
,5S31,2013-02-07,
,3P71,2013-01-13,
,HU32,2013-01-29,0
,HU32,2013-02-05,0
,HU32,2013-01-22,0
25625,7F23,2013-02-16,100.00007
25781,7F23,2013-02-15,100.00007
25826,7F23,2013-02-21,100.00008
25845,7F23,2013-02-12,99.99855
,3B15,2013-02-05,91.12131664
,3B15,2013-02-16,91.42190288
,3B15,2013-01-31,91.38667357
,3B15,2013-01-11,91.43563225
,3B15,2013-02-28,85.37642602
,3B15,2013-01-24,82.4606398
,3B15,2013-01-31,90.86483862
,3B15,2013-02-05,
,1R52,2013-01-16,0
,1R52,2013-01-26,0
,1R52,2013-01-04,0
,1R52,2013-02-08,0
,1R52,2013-02-05,0
,CU31,2013-01-23,
,CU31,2013-02-17,
,CU31,2013-02-01,
,2.00E+32,2013-02-04,58.10034824
,2.00E+32,2013-02-14,59.80954676
,2.00E+32,2013-02-13,57.64346653
,1F73,2013-02-02,
,CU31,2013-01-06,
,CU31,2013-02-15,
,CU31,2013-01-08,
,CU31,2013-02-11,
,3M21,2013-01-14,
,3M21,2013-01-25,
,3M21,2013-01-21,
,3M21,2013-01-12,
,8K11,2013-01-11,59.55628589
,8K11,2013-02-27,49.61472113
,8K11,2013-02-14,70.42326575
,8K11,2013-01-29,70.45333275
,8K11,2013-02-03,73.84192826
,8V31,2013-01-30,
,8V31,2013-01-10,
,3M21,2013-01-23,
,3M21,2013-02-07,
,3M21,2013-01-14,
,3M21,2013-02-21,
,3M21,2013-02-26,
100,KY51,2013-02-20,100
100,KY51,2013-02-04,100
,3G71,2013-02-12,72.78678
,3G71,2013-01-17,63.42121931
,3G71,2013-02-21,76.40722097
,3G71,2013-01-29,77.20982641
,3G71,2013-02-13,63.28236989
,XN92,2013-02-08,51.36125121
,XN92,2013-01-04,53.14369353
,5D11,2013-01-21,
,5D11,2013-01-04,
,5D11,2013-01-19,
,5D11,2013-02-18,
,5D11,2013-01-11,
,YV92,2013-02-03,17.79939
,YV92,2013-02-25,15.95765
,YV92,2013-02-23,16.49781
,YV92,2013-01-22,17.09749
,YV92,2013-01-23,14.64845
,5.00E+51,2013-02-21,0
,5.00E+51,2013-02-27,0
,5.00E+51,2013-02-22,0
,5.00E+51,2013-02-24,0
,5.00E+51,2013-01-22,0
,XS53,2013-02-17,100
,XS53,2013-01-23,NaN
,XS53,2013-01-16,24.00781587
,XS53,2013-02-27,30.04562227
,XS53,2013-02-13,32.11114061
,XS53,2013-01-15,100
,4C31,2013-01-23,
,4C31,2013-02-14,
,4C31,2013-01-02,
,4C31,2013-01-11,
,4C31,2013-01-30,
,4C31,2013-02-02,
,4C31,2013-02-22,
,8H91,2013-02-03,85.71777
,HT72,2013-02-19,100
,HT72,2013-01-22,100
,HT72,2013-01-15,100
,HT72,2013-02-02,100
,2D31,2013-01-31,80.6565
,2D31,2013-02-27,78.95209
,3C37,2013-02-05,78.92914
,3C37,2013-02-23,75.83618
,3C37,2013-01-11,80.01403493
,3C37,2013-01-24,73.34595
,3C37,2013-02-02,74.36676
,3C37,2013-01-27,73.91968
,3C37,2013-01-08,75.63282602
,3C37,2013-02-05,26.32294
,3C37,2013-01-05,20.52765
,3B11,2013-02-01,74.51172
,3B11,2013-01-01,
,3B11,2013-02-07,
,3B11,2013-02-27,74.74976
,3B11,2013-01-15,79.05426
,3B11,2013-01-31,79.08478
,4Z33,2013-01-24,0
,4J13,2013-02-08,0
,4J13,2013-01-25,NaN
,4J13,2013-01-03,0
,4J13,2013-01-31,0
,4J13,2013-01-19,0
,HT71,2013-01-10,32.58852486
,HT71,2013-01-14,32.57233708
,HT71,2013-02-16,32.79609553
,HT71,2013-02-13,32.91819533
,HT71,2013-02-15,0
,HT71,2013-02-12,0
1265,JF01,2013-02-23,7.02515
99.94058229,JF03,2013-01-23,99.94209
,5S31,2013-01-12,
,5S31,2013-02-01,
,5S31,2013-02-06,
,5S31,2013-02-26,
,5S31,2013-02-25,
,5S31,2013-01-19,
,5S31,2013-02-02,
,5S31,2013-01-12,
,5S31,2013-01-06,
,5S31,2013-02-17,
,5S31,2013-02-10,
,XT31,2013-02-08,51.64204549
,HU32,2013-01-16,0
,HU32,2013-01-02,0
,2C11,2013-02-27,0
,2C11,2013-02-16,0
,2C11,2013-02-26,0
,2C11,2013-02-11,0
66841,7F23,2013-01-10,100.00007
,7F23,2013-01-27,100.00008
,7F23,2013-02-23,100.00007
,7F23,2013-01-17,100.00007
,3B15,2013-01-05,84.03649424
,3B15,2013-02-27,60.88376305
,3B15,2013-02-14,67.8263013
,3B15,2013-02-01,84.73557556
,3B15,2013-02-25,80.7973976
,3B15,2013-02-24,80.10802906
,HT33,2013-01-03,0
,1R52,2013-01-04,0
,1R52,2013-03-01,0
,1R52,2013-02-25,0
,1R52,2013-02-23,0
,1R52,2013-01-25,0
0,KY31,2013-02-16,0
,1F73,2013-01-28,
,1F73,2013-02-03,
,1F73,2013-01-05,
,1F73,2013-01-07,
,1F73,2013-01-02,
,1F73,2013-01-28,
,1F73,2013-02-16,
,3N53,2013-02-19,
,SZ61,2013-02-02,
,1R51,2013-02-22,7.916143342
,1P91,2013-02-12,0
,1P91,2013-01-30,0
,8V31,2013-01-11,
,XT72,2013-02-01,37.04834
,XT72,2013-02-05,38.83057
,XT72,2013-02-09,38.84277
,XT72,2013-01-22,36.99951
,LS21,2013-02-02,
,2B31,2013-02-20,98.88916
,8K11,2013-02-24,52.88615382
,8K11,2013-01-20,68.66293524
,8K11,2013-02-23,61.45230676
,8K11,2013-01-19,61.45177
,8K11,2013-02-26,69.44003416
,8K11,2013-02-24,58.92243849
,3M21,2013-01-18,
,3M21,2013-01-16,
,3M21,2013-02-12,
,3M21,2013-02-11,
,3M21,2013-02-08,
,HS12,2013-01-07,0
,HS12,2013-01-11,0
,3G71,2013-01-18,63.28541979
,2D31,2013-02-10,0
100,7.00E+01,2013-01-18,100
,3B14,2013-02-25,
,3B14,2013-01-20,
,3B14,2013-01-26,
,3B14,2013-01-16,
,5D11,2013-01-16,
,2G51,2013-01-18,99.9878
,2G51,2013-02-22,99.97558
,2G51,2013-01-12,99.97558
,5N61,2013-01-21,
,5N61,2013-01-17,
,YV92,2013-01-20,14.59809
,YV92,2013-01-12,14.6164
,YV92,2013-02-17,14.59809
,WG32,2013-02-15,18.80436142
,WG32,2013-02-16,18.76316271
,3A57,2013-02-11,
,1L71,2013-01-15,
,3M21,2013-02-10,82.32117
,3M21,2013-01-16,87.06512
,3M21,2013-01-05,86.78894
,3M21,2013-02-23,86.78894
,8H71,2013-02-26,11.64693209
,8H71,2013-02-08,16.14164017
,8H71,2013-01-21,16.66667
,8H71,2013-02-12,16.67887298
,8H71,2013-01-17,16.2983784
,8H71,2013-01-11,16.2983784
,8H71,2013-01-19,11.55066952
,XS53,2013-02-10,NaN
,XS53,2013-01-25,32.0856923
,5L31,2013-01-08,52.75302114
,5L31,2013-02-25,NaN
,5L31,2013-02-03,48.7608337
,5L31,2013-01-03,48.68758475
,8H91,2013-02-22,7.178606508
,8H91,2013-01-22,86.37695
,3X11,2013-02-13,
,3X11,2013-02-27,
,3X11,2013-01-25,
,XG53,2013-02-15,
,XG53,2013-02-07,
,2D31,2013-01-26,78.73999
,2D31,2013-02-21,78.73541
,2D31,2013-02-08,77.60626
,2D31,2013-02-18,65.35649
,2D31,2013-02-23,78.5874
,3C37,2013-01-31,
,3C37,2013-02-13,19.83032
,3C37,2013-02-12,25.81024
,3C37,2013-01-27,29.93011
,3C37,2013-01-10,28.06549
,3C37,2013-01-25,
,3C37,2013-02-08,76.20392
,3C37,2013-01-05,28.19519
,3C37,2013-02-10,76.75476
,4Z33,2013-02-10,0
,4Z33,2013-02-02,0
,5S31,2013-02-13,
,5S31,2013-01-24,
,2R11,2013-01-18,100
,5S31,2013-01-17,
,5S31,2013-02-02,
,5S31,2013-02-20,
,5S31,2013-02-02,
,HT33,2013-01-09,0
,5A73,2013-01-24,
,3A53,2013-01-11,
,3A53,2013-02-06,
,3A53,2013-02-01,
,3A53,2013-02-06,
,3A53,2013-02-13,
,3A53,2013-02-14,
,5S31,2013-01-05,
,3A53,2013-01-20,
,8J91,2013-01-15,99.9878
,8C52,2013-02-08,0
,8C52,2013-02-21,0
,8C52,2013-02-08,0
,2B31,2013-02-26,93.44321949
,4J33,2013-02-12,0
,3A53,2013-02-25,41.13338543
,3A53,2013-03-01,61.39127685
,3A53,2013-02-16,54.66225367
,3A53,2013-01-01,61.40195669
0.071604172,TS33,2013-02-21,0
,XT31,2013-02-13,49.9389501
,XT31,2013-01-21,51.64835253
,1S51,2013-02-07,0
